Name,Genre
The Legend of Heroes: Trails of Cold Steel II,Role-Playing
Sam & Max: Season One,Adventure
Backyard Sports: Sandlot Sluggers,Sports
Batman Begins,Action
Yakuza: Ishin,Action
Nancy Drew: The White Wolf of Icicle Creek,Adventure
Toy Story Racer,Racing
Disney's Donald Duck: Goin' Quackers,Platform
Mobile Suit Gundam: Perfect One Year War,Strategy
Galerians,Adventure
Ys: The Oath in Felghana,Role-Playing
Crash: Twinsanity,Platform
We Dance,Misc
Space Camp,Action
DrumMania,Simulation
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,Action
Yu-Gi-Oh! Nightmare Troubadour (US sales),Action
SpongeBob's Truth or Square,Action
Tamagotchi no Narikiri Channel,Role-Playing
Arena Football,Sports
Power Pro Kun Pocket 1+2,Sports
Medal of Honor: Infiltrator,Shooter
Skylanders: SuperChargers,Action
Blazing Dragons,Adventure
Lego Star Wars: The Force Awakens,Action
Victorious: Hollywood Arts Debut,Misc
The Wizard of Oz: Beyond The Yellow Brick Road,Role-Playing
Baseball Blast!,Sports
Super Monkey Ball Deluxe,Misc
Shin Megami Tensei: Devil Summoner - Soul Hackers,Role-Playing
Shin Chan: ¡Aventuras de Cine!,Platform
Jurassic: The Hunted,Shooter
The Cursed Crusade,Action
Charm Girls Club: Pajama Party,Misc
SpongeBob's Boating Bash,Misc
Tamagotchi Collection,Misc
Earth Defense Force 2025,Shooter
NHL 2K10,Sports
White Knight Chronicles: Origins,Role-Playing
Trivial Pursuit: Bet You Know It,Misc
Turbo Prop Racing,Racing
Barbie Superpack: Secret Agent / Groovy Games,Misc
Tom Clancy's Ghost Recon,Shooter
Pac-Man Party 3D,Misc
Dance Dance Revolution (North America),Simulation
Darkstalkers Chronicle: The Chaos Tower,Fighting
WWE '13,Action
Mad Dash Racing,Racing
Bakugan Battle Brawlers: Defenders of the Core,Action
Rayman Origins,Platform
Summon Night 5,Role-Playing
MotoGP 2: Ultimate Racing Technology,Racing
Black * Rock Shooter: The Game,Role-Playing
BMX XXX,Sports
Dragon Ball Z: Idainaru Dragon Ball Densetsu,Fighting
Sonic Advance & Sonic Pinball Party Combo Pack,Misc
Boktai: The Sun is in Your Hand,Role-Playing
Making History: The Great War,Strategy
Guilty Gear X2 #Reload,Fighting
Wizardry VII: Gadeia no Houshu,Role-Playing
ReCore,Action
Soldier of Fortune: Payback,Shooter
F1 2012,Racing
Elf: The Movie,Action
MLB SlugFest 20-03,Sports
Tiger Woods PGA Tour,Sports
Tamagotchi no Appare! Niji Venture,Role-Playing
Ultimate Board Game Collection,Misc
Grabbed by the Ghoulies,Action
Cars: Mater-National Championship,Racing
Shadow Hearts: From The New World,Role-Playing
Rayman Raving Rabbids,Misc
Terraria,Action
Derby Stallion Gold,Sports
CSI: 3 Dimensions of Murder,Adventure
Barbarian,Fighting
Tennis no Oji-Sama: Aim at The Victory!,Sports
L.A. Rush,Racing
Rubik's World,Puzzle
Record of Agarest War 2,Role-Playing
QuickSpot,Misc
"Lunar 2: Eternal Blue(sales, but wrong system)",Role-Playing
Pipe Dreams 3D,Puzzle
Skylanders Giants,Action
Spider-Man: Friend or Foe,Action
Fox Sports Golf '99,Sports
Power Rangers: Super Legends,Action
Jurassic: The Hunted,Shooter
Sakura Wars GB,Adventure
Shining Force CD,Strategy
Fatal Frame,Action
Rayman 3,Platform
The Fifth Element,Action
BlazBlue: Chrono Phantasma Extend,Action
Okaeri! Chibi-Robo! Happy Richie Oosouji,Adventure
Wild ARMs 4,Role-Playing
Ratatouille,Action
G.I. Joe: The Rise of Cobra,Action
Casper: Spirit Dimensions,Platform
Super Robot Taisen OG Saga: Endless Frontier (JP sales),Role-Playing
Sengoku Musou 3 Empires,Action
Thunder Truck Rally,Racing
Klonoa: Empire of Dreams,Platform
SafeCracker: The Ultimate Puzzle Adventure,Puzzle
Geometry Wars: Galaxies,Shooter
Famista Returns,Sports
Syndicate,Shooter
Adrenalin Misfits,Racing
Karaoke Revolution Glee: Volume 3,Misc
Cave Story 3D,Platform
Iron & Blood,Fighting
Mega Man Powered Up,Platform
Balloon Pop,Puzzle
Class of Heroes,Role-Playing
Second Sight,Adventure
Heroes of Mana,Strategy
Alien: Isolation,Shooter
G.I. Joe: The Rise of Cobra,Action
Just Cause 3,Action
Monster House,Adventure
Phantom Brave,Role-Playing
Thor: God of Thunder,Action
Championship Motocross 2001 featuring Ricky Carmichael,Racing
Kenka Banchou 5: Otoko no Housoku,Action
Bejeweled 3,Puzzle
Doshin the Giant,Simulation
Star Ocean: Blue Sphere,Role-Playing
Shrek 2 and Shark Tale 2-in-1 Pack,Misc
Mojo!,Puzzle
Kamen Rider Ryuki,Action
Front Mission Alternative,Strategy
World Championship Poker: Howard Lederer - All In,Misc
FIFA Soccer 2005,Sports
Harvest Moon: Hero of Leaf Valley,Simulation
Diner Dash: Flo on the Go,Puzzle
Hexyz Force,Role-Playing
Power Stone,Fighting
Jonny Moseley Mad Trix,Sports
Uta no * Prince-Sama: Repeat,Adventure
Senran Kagura Burst: Guren no Sh?jo-tachi,Action
MTV Music Generator 3: This Is the Remix,Misc
Cake Mania 3,Simulation
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,Role-Playing
Gundam Breaker 2,Action
.hack//Link,Role-Playing
Terminator 3: Rise of the Machines,Action
SSX On Tour,Sports
NCAA College Basketball 2K3,Sports
Victorious Boxers: Revolution,Fighting
Farming Simulator 2013,Simulation
The Legend of Heroes II: Prophecy of the Moonlight Witch,Role-Playing
Doom,Shooter
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,Puzzle
Mary-Kate and Ashley: Winners Circle,Action
Jewel Quest Solitaire,Puzzle
PaRappa The Rapper 2,Misc
OutRun 2,Racing
Okami,Action
Marvel vs. Capcom 2: New Age of Heroes,Fighting
Super Dodgeball Brawlers,Sports
NFL Head Coach 09,Sports
Hitman: Blood Money,Action
Soukaigi,Role-Playing
PANGYA: Fantasy Golf,Sports
Fast Food Panic,Simulation
Pipe Mania,Puzzle
Xevious 3D/G+,Shooter
Metal Gear Solid V: Ground Zeroes,Action
Gretzky NHL 06,Sports
Shonen Jump's Shaman King: Master of Spirits,Role-Playing
Kid Adventures: Sky Captain,Action
NFL Blitz 20-03,Sports
PaRappa The Rapper,Misc
Pirates: The Legend of Black Kat,Adventure
Fur Fighters: Viggo's Revenge,Action
Thor: God of Thunder,Action
Krull,Action
The Walking Dead: Season One,Adventure
Yu-Gi-Oh! Monster Capture GB,Role-Playing
Zapper: One Wicked Cricket!,Platform
Skylanders Imaginators,Platform
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Sports
The Da Vinci Code,Action
Scooby-Doo! Night of 100 Frights,Platform
Naruto Shippuden: Ninja Destiny 3,Fighting
Ford Racing Off Road,Racing
Chicken Shoot,Action
Dead to Rights,Shooter
Scarface: The World is Yours,Action
Top Spin 4,Sports
Sphinx and the Cursed Mummy,Action
Disney's Planes,Simulation
MX vs. ATV Reflex,Racing
Hero's Saga Laevatein Tactics,Role-Playing
Cabela's Outdoor Adventures (2009),Sports
Cranium Kabookii,Misc
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,Adventure
Active Life Explorer,Sports
XCOM 2,Strategy
Naruto RPG 2: Chidori vs Rasengan,Role-Playing
Our House Party!,Simulation
Pro Evolution Soccer 2015,Sports
Project V6,Strategy
Destruction Derby Raw,Racing
Risen 2: Dark Waters,Role-Playing
World Tour Soccer 2003,Sports
Akiba's Trip,Adventure
Arctic Tale,Adventure
Bravo Air Race,Racing
Onimusha Essentials,Action
Gundam: The Battle Master,Fighting
Ben 10 Galactic Racing,Racing
ArmA II,Shooter
WWE 2K17,Sports
Spyro: A Hero's Tail,Platform
¡Shin Chan Flipa en colores!,Platform
Cities: Skylines,Simulation
Drawn to Life Collection,Misc
Eternal Poison,Role-Playing
Gretzky NHL 06,Sports
Gungrave: Overdose,Shooter
Metal Slug Anthology,Shooter
Kidou Senshi Gundam: Shin Gihren no Yabou,Strategy
The Orange Box,Shooter
Shovel Knight,Platform
Pro Evolution Soccer 2015,Sports
NBA ShootOut 2002,Sports
The Granstream Saga,Role-Playing
Power Gig: Rise of the SixString,Misc
Mr. Driller: Drill Spirits,Puzzle
Bio FREAKS,Action
Bassmasters 2000,Sports
WCW Backstage Assault,Action
Micro Machines 64 Turbo,Racing
Baldur's Gate: Dark Alliance,Role-Playing
"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",Role-Playing
Eternal Eyes,Role-Playing
The Walking Dead: Season Two,Adventure
Dream Pinball 3D,Misc
Fate/Unlimited Codes,Fighting
Star Wars: Knights of the Old Republic,Role-Playing
The Operative: No One Lives Forever,Shooter
Gallop & Ride!,Sports
Epidemic,Shooter
Monster House,Adventure
Backyard Sports: Sandlot Sluggers,Sports
Dead or Alive 2,Fighting
Buck Fever,Sports
Monster Hunter Diary: Poka Poka Airou Village DX,Action
Cabela's African Safari,Sports
NCAA Basketball Final Four 97,Sports
Ecco the Dolphin: Defender of the Future,Adventure
Atari's Greatest Hits: Volume 1,Misc
The Bombing Islands,Platform
Yogi Bear: The Video Game,Action
Earth Defense Force 2: Invaders from Planet Space,Action
Just Cause,Action
Hot Wheels: Beat That!,Racing
X-Blades,Action
Odin Sphere: Leifthrasir,Role-Playing
Homefront: The Revolution,Shooter
Gyakuten Saiban 2,Action
Godzilla: Save the Earth,Fighting
Micro Machines,Racing
TRINITY: Souls of Zill O'll,Role-Playing
Detective Barbie: The Mystery Cruise,Adventure
Jim Henson's the Muppets: On With the Show!,Action
Desire,Adventure
Asphalt: Urban GT 2,Racing
Pro Yaky? Spirits 2014,Sports
Virtua Tennis 4,Sports
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,Platform
Frank Thomas Big Hurt Baseball,Sports
Power Pro Kun Pocket 8,Sports
Enclave,Adventure
Sid Meier's Pirates!,Strategy
Wild ARMs XF,Role-Playing
Bottom of the 9th,Sports
7 Days to Die,Action
Rayman Legends,Platform
Dino Crisis 3,Action
NFL Blitz 20-03,Sports
The King of Fighters '94 (CD),Fighting
Horse Life Adventures,Simulation
College Hoops 2K8,Sports
Risen,Role-Playing
Barbie Explorer,Platform
Disney's Chicken Little,Platform
Transformers: Devastation,Action
The Darkness II,Shooter
Age of Empires: Collector's Edition,Strategy
Agile Warrior F-111X,Simulation
Jikkyou Powerful Pro Yakyuu Wii,Sports
Eragon,Action
Dynasty Warriors 7: Empires,Action
Super Puzzle Fighter II Turbo,Puzzle
Star Wars: Jedi Power Battles,Action
Scene It? Bright Lights! Big Screen!,Misc
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,Fighting
Bejeweled 3,Puzzle
Space Venus starring Morning Musume,Misc
To Heart,Adventure
Let's Cheer,Misc
RockMan & Forte,Platform
Doukyuusei,Adventure
Dead Island Definitive Collection,Action
Dragon Age: Origins - Ultimate Edition,Role-Playing
MySims Collection,Misc
Master Jin Jin's IQ Challenge,Misc
Blazing Angels 2: Secret Missions of WWII,Simulation
The History Channel: Civil War - A Nation Divided,Shooter
Rayman Arena,Racing
FIFA 06 Soccer,Sports
DmC: Devil May Cry,Action
How to Train Your Dragon,Action
Farming Simulator 2012,Action
4x4 EVO 2,Racing
Pro Yakyuu Netsu Star 2006,Sports
Battlefield: Hardline,Shooter
Cyber Sled,Action
Puyo Puyo!! 20th Anniversary,Puzzle
Shining Soul,Role-Playing
Brothers: A Tale of Two Sons,Adventure
Monster Lab,Role-Playing
In the Hunt,Shooter
Daytona USA Championship Circuit Edition,Racing
Marvel vs. Capcom 2: New Age of Heroes,Fighting
SNK vs. Capcom: The Match of the Millennium,Fighting
Dead Rising 2,Action
Paws & Claws: Pet Vet 2,Simulation
Ape Escape Academy (jp sales),Misc
Fear Factor: Unleashed,Action
Hard Rock Casino,Misc
Robots,Action
Houshinengi,Strategy
7th Dragon,Role-Playing
Bust-A-Move Deluxe,Puzzle
Murdered: Soul Suspect,Action
Pet Pals: Animal Doctor,Simulation
LEGO Island Xtreme Stunts,Racing
Shining Resonance,Role-Playing
Heroes over Europe,Simulation
Alvin and the Chipmunks,Misc
Create,Action
World Soccer Winning Eleven 9 Bonus Pack,Sports
UEFA Euro 2004: Portugal,Sports
Happy Feet,Action
Hot Wheels: World Race,Racing
Major League Baseball 2K8,Sports
Lips: I Love The 80s,Misc
NBA Jam,Sports
World Tour Soccer 2002,Sports
NBA Ballers: Chosen One,Sports
Nicktoons: MLB,Sports
NCIS,Adventure
Travel Games For Dummies,Misc
Interactive Sampler Disc 6,Misc
Shinobido 2: Tales of the Ninja,Action
Apex,Racing
Kamen Rider Battle: Ganbaride,Strategy
Persona 4: Arena Ultimax,Fighting
Tomb Raider: The Prophecy,Action
Vampire Night,Shooter
Valhalla Knights: Eldar Saga,Role-Playing
Guilty Gear,Fighting
Rio,Misc
Scene It? Bright Lights! Big Screen!,Misc
World Championship Poker 2: Featuring Howard Lederer,Misc
BIT.TRIP SAGA,Misc
Mary-Kate and Ashley: Crush Course,Action
NHL Breakaway 98,Sports
Where the Wild Things Are,Platform
Metal Slug 7,Shooter
Call of Duty: Infinite Warfare,Shooter
Disney's Cinderella: Magical Dreams,Platform
MotoGP '06,Racing
Tiger Woods PGA Tour 2005,Sports
G.I. Joe: The Rise of Cobra,Action
Spider-Man: Edge of Time,Action
Gourmet Chef: Cook Your Way to Fame,Misc
Fashion Studio: Paris Collection,Misc
Salt Lake 2002,Sports
ESPN MLB Baseball,Sports
Gladius,Strategy
Legends of Wrestling,Fighting
Queen's Gate: Spiral Chaos,Role-Playing
Nayuta no Kiseki,Action
Magnetica,Puzzle
Red Orchestra 2: Heroes of Stalingrad,Shooter
Spy Hunter 2,Racing
Open Season,Platform
Avatar: The Last Airbender - The Burning Earth,Action
LEGO The Lord of the Rings,Action
Backyard Soccer,Sports
Imagine: Fashion Stylist,Simulation
Final Fantasy XI: Rise of the Zilart,Role-Playing
Your Shape: Fitness Evolved 2013,Action
Monster Jam,Racing
James Bond 007: Nightfire,Shooter
Let's Play Ballerina,Sports
Nobunaga no Yabou: Tendou,Strategy
Back At The Barnyard: Slop Bucket Games,Sports
Medalot 7,Action
Bio FREAKS,Action
Little League World Series Baseball 2009,Sports
Castlevania Chronicles,Platform
Suzumiya Haruhi no Tomadoi,Adventure
International Cricket 2010,Sports
GoldenEye 007 (2010),Action
Bratz,Platform
Pinball Hall of Fame: The Gottlieb Collection,Misc
King Arthur,Action
FIFA Street 2,Sports
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,Misc
The Guy Game,Misc
Rurouni Kenshin: Enjou! Kyoto Rinne,Action
Blade II,Action
Rogue Warrior,Shooter
Suikoden: Tsumugareshi Hyakunen no Toki,Role-Playing
Baseball Advance,Sports
Nicktoons: MLB,Sports
Shonen Jump's One Piece: Grand Battle,Fighting
Learn Math,Puzzle
Nitrobike,Racing
Cruise Ship Vacation Games,Puzzle
Pro Yaky? Spirits 6,Sports
Paperboy / Rampage,Misc
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,Role-Playing
Vampire Moon: The Mystery of the Hidden Sun,Adventure
Sentou Kokka Air Land Battle,Strategy
Quick Yoga Training,Misc
Attack on Titan (KOEI),Action
NTRA Breeders' Cup World Thoroughbred Championships,Simulation
Hulk Hogan's Main Event,Fighting
Tak 2: The Staff of Dreams,Platform
Destroy All Humans! Big Willy Unleashed,Action
Retro Atari Classics,Misc
Imagine: Fashion Designer,Simulation
Need for Speed Underground 2,Racing
My Spanish Coach,Misc
Ys: The Ark of Napishtim,Role-Playing
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Action
Dragon Age Origins: Awakening,Role-Playing
Azure Dreams,Role-Playing
Divinity II: The Dragon Knight Saga,Role-Playing
SingStar Latino,Misc
Kung Fu Panda 2,Action
NHL 2K8,Sports
Pro Baseball Spirits 2015,Action
Haunted House,Action
Top Spin 3,Action
Syberia,Action
Kurt Warner's Arena Football Unleashed,Sports
Puzzle Kingdoms,Puzzle
Hyperdimension Neptunia,Role-Playing
Life is Strange,Adventure
Suite PreCure: Melody Collection,Misc
NHL 2K9,Sports
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Role-Playing
Rogue Ops,Action
NBA Hoopz,Sports
Transworld Surf,Sports
History Civil War: Secret Missions,Shooter
MLB 11: The Show,Sports
Castrol Honda Superbike Racing,Racing
X-Blades,Action
Teenage Mutant Ninja Turtles: Danger of the Ooze,Adventure
Army Men: Green Rogue,Action
Chessmaster,Misc
Brain Assist,Misc
Freddi Fish: ABC under the sea,Misc
Adventures to Go!,Role-Playing
Monster Rancher DS,Role-Playing
Peter Jackson's King Kong: The Official Game of the Movie,Action
Superman: The Man of Steel,Action
Kororinpa: Marble Mania,Puzzle
Ken to Mahou to Gakuen Mono. 3,Role-Playing
The Flintstones: Bedrock Bowling,Sports
NHL 2003,Sports
Chicken Run,Adventure
Injustice: Gods Among Us,Fighting
Fatal Inertia,Racing
Over the Hedge: Hammy Goes Nuts!,Platform
Phantom Brave: We Meet Again,Role-Playing
NHL 2K9,Sports
Shining Force III,Strategy
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,Sports
Tales of the Heroes: Twin Brave,Role-Playing
WWE Survivor Series,Fighting
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,Action
Kung-Fu: High Impact,Action
Euro Truck Simulator 2,Action
Bakugan: Battle Trainer,Action
Super Robot Wars BX,Action
Tomb Raider: Legend,Action
Nagano Winter Olympics '98,Sports
I Spy: Universe,Puzzle
Ninjatown,Strategy
Warcraft III: Reign of Chaos,Strategy
Winning Post 5,Sports
Frogger Beyond,Platform
Lord of the Rings: Tactics,Strategy
RPG Maker II,Role-Playing
The Oregon Trail,Simulation
Alone in the Dark: Inferno,Adventure
TRON: Evolution,Action
Gravity Rush Remastered,Action
Destruction Derby Arenas,Racing
Dengeki Bunko Fighting Climax,Fighting
MLB Power Pros 2008,Sports
Littlest Pet Shop: Spring,Simulation
The Unholy War,Strategy
Cabela's Dangerous Hunts 2009,Sports
Rumble Roses XX,Fighting
Total War: WARHAMMER,Strategy
Wantame Music Channel: Doko Demo Style,Misc
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,Platform
Shaman King: Power of Spirit,Adventure
Anno 1701: Dawn of Discovery,Simulation
Soccer Tsuku DS: World Challenge 2010,Sports
The BIGS 2,Sports
LEGO Legends of Chima: Laval's Journey,Adventure
DreamWorks Super Star Kartz,Racing
Contra III: The Alien Wars,Shooter
The Amazing Race,Misc
Dead to Rights: Reckoning,Shooter
Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,Role-Playing
NBA 08,Sports
Hasbro Family Fun Pack,Misc
Amagami,Adventure
No Fear Downhill Mountain Biking,Sports
NCIS,Adventure
The IdolM@ster: One for All,Misc
Fire ProWrestling,Fighting
Eternal Poison (JP sales),Role-Playing
Mission: Impossible - Operation Surma,Platform
Legendary,Shooter
Chuck E. Cheese's Game Room,Misc
MX 2002 Featuring Ricky Carmichael,Racing
Romance of the Three Kingdoms IV: Wall of Fire,Strategy
Illusion of Gaia,Role-Playing
Batman: Arkham Knight,Action
Disney's Kim Possible: Kimmunicator,Platform
Mega Man Anniversary Collection,Platform
Sally's Salon,Simulation
Disruptor,Shooter
Pro Evolution Soccer 2017,Sports
Zoobles! Spring to Life!,Misc
Diablo II,Role-Playing
Shrek Smash n' Crash Racing,Racing
F1 2011,Racing
Drakengard 2,Role-Playing
Ben 10 Galactic Racing,Racing
Grand Knights History,Role-Playing
Scene It? Bright Lights! Big Screen!,Misc
Harvest Moon DS (jp sales),Simulation
Castlevania: Legacy of Darkness,Platform
Sin and Punishment,Shooter
NBA Jam 2000,Sports
Sonic Riders,Racing
Shrek Super Party,Misc
Venetica,Role-Playing
Rally Fusion: Race of Champions,Racing
The House of the Dead,Shooter
Transformers: Prime,Action
Persona 4: Arena,Fighting
Street Fighter IV,Fighting
Cabela's Alaskan Adventure,Sports
RealSports Volleyball,Sports
Heroes of the Pacific,Simulation
RollerCoaster Tycoon,Strategy
NightCaster,Action
FIFA World Cup Germany 2006,Sports
Space Camp,Action
Hitman 2: Silent Assassin,Action
Lovely Lisa and Friends,Simulation
Digimon Racing,Racing
All Star Cheer Squad 2,Sports
Ape Escape 3,Platform
"Crouching Tiger, Hidden Dragon",Action
Final Fantasy XIV: Heavensward,Action
Last Bronx,Fighting
Secret Agent Clank,Platform
Barbie and the Three Musketeers,Adventure
Science Papa,Misc
Momotaro Douchuuki,Misc
Iridion II,Shooter
Whiplash,Racing
007: Quantum of Solace,Action
Family Fortunes,Misc
Borderlands: Double Game Add-On Pack,Shooter
Farming Simulator 2011,Simulation
Watch Dogs,Action
BlazBlue: Continuum Shift II,Fighting
Summon Night: Twin Age,Role-Playing
Spider-Man: Battle for New York,Platform
Pop'n Music Portable,Misc
Nintendo Puzzle Collection,Puzzle
Destroy All Humans! Path of the Furon,Action
Army Men: Soldiers of Misfortune,Shooter
Game Party: Champions,Action
