Name,Developer
Bleach: Soul Carnival 2,
ParaParaParadise,
Warhammer: Mark of Chaos,Black Hole Games
Tiger & Bunny: On-Air Jack!,
Eureka Seven AO: Jungfrau no Hanabanatachi,
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,
Warship Gunner 2,Micro Cabin
Putty Squad,System 3
Gotcha Force,Capcom
Driver: Parallel Lines,Reflections Interactive
Battlefield Vietnam,Digital Illusions
Rugby League Live,
Secret Files 2: Puritas Cordis,Deep Silver
The Perfect Golf,
Wrestle Kingdom,
Demon Driver: Time to Burn Rubber!,
Dead Rising 2,Blue Castle Games
Mojo!,
Age of Conan: Rise of the Godslayer,Funcom
Infinite Stratos 2: Ignition Hearts,
Young Justice: Legacy,Freedom Factory Studios
Steins;Gate 0,
The Peanuts Movie: Snoopy's Grand Adventure,"Activision, Behaviour Interactive"
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,
Totally Spies! Totally Party,
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,
Buffy the Vampire Slayer: Chaos Bleeds,Eurocom Entertainment Software
Brothers Conflict: Passion Pink,
Clannad,
Kuryuu Youma Gakuenki Recharge,
Jet Grind Radio,Vicarious Visions
Rugby Challenge 3,Wicked Witch Software
Prince of Persia (2008),
My Frogger: Toy Trials,Konami
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,
Max Payne 2: The Fall of Max Payne,Remedy Entertainment
Magicka,Arrowhead Game Studios
Schlag den Raab,
Baldur's Gate: Dark Alliance,Magic Pockets
The Adventures of Lomax,
Under the Skin,Capcom
Emily Archer and the Curse of Tutankhamun,Mastertronic
Kabu Trader Shun,
Hermie Hopperhead: Scrap Panic,
Poy Poy,
NHL 07,EA Sports
MX vs. ATV Supercross Encore,Rainbow Studios
AMNESIA World,
DrumMania 7th Mix,
Runabout 3: Neo Age,
The Technomancer,Spiders
Resident Evil 5 HD,
Aegis of Earth: Protonovus Assault,Acquire
Teddy Together,Arika
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,
Guild Wars: Nightfall,ArenaNet
NatGeo Challenge! Wild Life,
Archer Maclean Presents: Pool Paradise,
Sengoku Efuda Yuugi: Hototogisu Tairan,
Battlezone,Paradigm Entertainment
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,
Medal of Honor: Vanguard,Electronic Arts
Touch Shot! Love Application,
Nanotek Warrior,
Galileo,
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,
Cake Mania: Baker's Challenge,Sandlot Games
Super Monkey Ball Adventure,TT Games
Captain Tsubasa J: The Way to World Youth,
Madden NFL 07,Exient Entertainment
One Piece: Daikaizoku Coliseum,
Renegade Racers,
The Legend of Korra (3DS),
MySims,EA Redwood Shores
The Sims 2: Bon Voyage,Maxis
AniMates!,Dreamcatcher
Franklin the Turtle,
Senran Kagura: Bon Appétit!,
Star Wars The Clone Wars: Republic Heroes,"LucasArts, Krome Studios"
The Peanuts Movie: Snoopy's Grand Adventure,"Activision, Behaviour Interactive"
My Ballet Studio,505 Games
Backyard NFL Football,
Aegis of Earth: Protonovus Assault,Acquire
Gauntlet / Rampart,EC Interactive Games
Bully: Scholarship Edition,"Mad Doc Software, Rockstar Vancouver"
River King: Wonderful Journey,
Sengoku Otome: Legend Battle,
RollerCoaster Tycoon 2: Triple Thrill Pack,"Frontier Developments, Various"
Justice League Heroes: The Flash,WayForward
Pop Cutie! Street Fashion Simulation (JP sales),
Harvest Moon: Skytree Village,Natsume
Age of Empires III: Gold Edition,Ensemble Studios
Bae Yong-joon to Manabu Kankokugo DS,
World War II Combat: Road To Berlin,Direct Action Games
Metal Saga,Crea-Tech
Divinity II: Flames of Vengeance,Larian Studios
CID The Dummy,Twelve Games
Battlefield 2142,EA DICE
Imagine: Sweet 16,Longtail Studios
Last Escort 2: Shinya no Amai Toge,
Pop'n Music 13 Carnival,
Air Conflicts: Secret Wars,Games Farm
Bookworm,PopCap
Monster Mayhem: Build and Battle,Brain Toys
Tokushu Houdoubu,
My DoItAll,Tomy Corporation
Shakugan no Shana,
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,
Lost Planet 2,Capcom
Kawasaki Snowmobiles,Data Design Interactive
X3: Terran Conflict,Egosoft
The King of Fighters: Maximum Impact - Maniax,
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,
HotBrain,
Hankou Shashin,
Little Busters! Converted Edition,
Open Season,Ubisoft
Pro Yakyuu Family Stadium,
Marker Man Adventures,Glyphic Entertainment
Monster Hunter Frontier Online: Forward 2,
Agatha Christie's The ABC Murders,Microids
Moyashimon DS,
Ocean Commander,Cyber Planet
Let's Play Ballerina,ZigZagIsland
Atari Flashback Classics: Volume 1,"Atari, Atari SA"
A Ressha de Gyoukou 2001,
Starry ? Sky: In Autumn,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,
Pitball,
D.C. III: Da Capo III,
Combat Wings: The Great Battles of WWII,City Interactive
Judge Dredd: Dredd Vs Death,Rebellion
Ducati Moto,4J Studios
Drome Racers,Mobius Entertainment
SWAT 4,Irrational Games
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,
Heroes of Hellas 2: Olympia,
X-Men Origins: Wolverine - Uncaged Edition,
Battlefield 1942,Digital Illusions
Tenkaichi * Sengoku Lovers,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,
Bode Miller Alpine Skiing,49Games
Magicka Collection,Paradox Interactive
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,
R-Type Delta,
Petz: Catz Playground,Ubisoft
Senjou no Waltz,
Angelique: Maren no Rokukishi,
Secrets of the Titanic,
Captain Morgane and the Golden Turtle,Wizarbox
Napoleon Dynamite: The Game,7 Studios
Soul Eater: Battle Resonance,
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,
The Great Battle Gaiden 2: Matsuri da Wasshoi,
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,
Rock 'N' Roll Adventures,Data Design Interactive
War Gods,
Monster Mayhem: Build and Battle,Brain Toys
BlazBlue: Chrono Phantasma Extend,Arc System Works
Legend of Kay Anniversary,"Neon Studios, Kaiko"
Evangelion: Jo,
Duke Nukem 3D: 20th Anniversary World Tour,Gearbox Software
 Beyblade Burst,
Dungeon Siege II,Gas Powered Games
Doki Oki,
Gakuen Alice: WakuWaku * Happy Friends,
Battlestations: Pacific,Eidos Interactive
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,
Konohana 2: Todoke Kanai Requiem,
Derby Time 2006,
I Heart Geeks,
The Legend of Heroes: Trails in the Sky Third Chapter,
Let's Dance with Mel B,
Jewel Quest 5: The Sleepless Star,
MAPLUS: Portable Navi 3,
Neverwinter Nights Diamond,BioWare
DEATH NOTE: L o Tsugu Mono,
ZooCube,PuzzleKings
GRID Autosport,Codemasters
Spy Hunter / Super Sprint,
Demon Gaze 2,
Clover no Kuni no Alice: Wonderful Wonder World,
Otometeki Koi Kakumei * Love Revo! Portable,
Room Zoom: Race for Impact,
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,
Tube Slider,Nd Cube
America Oudan Ultra-Quiz,
DoDonPachi Dai-Oujou: Black Label Extra,
Shinseiki Evangelion: Battle Orchestra,
Let's Play Garden,Deep Silver
My Animal Centre,
Blade Arcus from Shining EX,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,
Battlefield 2: Modern Combat(JP sales),
Petz: Dolphinz Encounter,Ubisoft
The Lord of the Rings: Conquest,Pandemic Studios
The Idolmaster: Gravure For You! Vol.7,
Monster High: New Ghoul in School,"Torus Games, Little Orbit"
Stake: Fortune Fighters,Gameness Art Software
Assault Suit Leynos,Dracue
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,
Serious Sam Advance,Climax Group
Pop'n Music 12 Iroha,
Foto Showdown,Alpha Unit
Juusanshi Engi Engetsu Sangokuden 2,
Turbo: Super Stunt Squad,Monkey Bar Games
BeatMania IIDX 11: IIDX Red,
Disney Planes Fire & Rescue,
Let's Dance with Mel B,Lightning Fish Games
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,
Road Trip: The Arcade Edition,Takara
Alien Breed Trilogy,
No More Heroes: Heroes' Paradise,
Virtua Tennis: World Tour (jp sales),
Captain Morgane and the Golden Turtle,Wizarbox
Cold War,Mindware Studios
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,
Steel Battalion: Line of Contact,Capcom
Reco Love: Blue Ocean,
Ken to Mahou to Gakuen Mono. 2G,
NBA Starting Five,Konami
Kami Naru Kimi to,
Spy Hunter: Nowhere To Run,Terminal Reality
Ikki Tousen: Eloquent Fist,
Final Fantasy XIV: Heavensward,Square Enix
Omega Quintet,Compile Heart
Disney's Magical Quest 3 Starring Mickey and Donald,Klein Computer Entertainment
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,
Carmen Sandiego: The Secret of the Stolen Drums,Artificial Mind and Movement
Strike Witches 2: Iyasu Naosu Punipunisuru,
Final Fantasy XIV: Heavensward,Square Enix
Diabolik Lovers: Vandead Carnival,
"Ed, Edd n Eddy: The Mis-Edventures",Artificial Mind and Movement
Bunmei Haruka: Aoiza Ibunroku,
Atari Flashback Classics: Volume 2,"Atari, Atari SA"
Vantage Master Portable,
Viva Pinata,"Climax Group, Climax Studios"
Lilpri DS: Hime-Chen! Apple Pink,
Moto Racer DS,Artefacts Studio
Neverwinter Nights 2,Obsidian Entertainment
O.M.G. 26 - Our Mini Games,
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",
PopCap Hits! Vol 2,
Star Wars: Empire at War - Forces of Corruption,Petroglyph
Jurassic Park: Operation Genesis,Blue Tongue Entertainment
Warhammer Online: Age of Reckoning,EA Mythic
Ty the Tasmanian Tiger 3: Night of the Quinkan,Krome Studios
Total Overdose: A Gunslinger's Tale in Mexico,Deadline Games
Bomberman Fantasy Race,
AMF Xtreme Bowling,"Atomic Planet Entertainment, Mud Duck Productions"
Carnage Heart EXA,Artdink
Worms,Team 17
Capcom Digital Collection,Capcom
Colin McRae Rally 2.0,Spellbound
Bust-A-Move,
Bugriders: The Race of Kings,
The Settlers: Rise of an Empire,Blue Byte
Payout Poker & Casino,
Sheep,Minds-Eye Productions
Wii de Asobu: Metroid Prime,
Tank Beat,MileStone Inc.
Wangan Midnight Portable,
Who Wants to be a Millionaire: 2nd Edition,
Rugby League Live 3,Big Ant Studios
Cross Ange: Tenshi to Ryuu no Rondo tr.,
Tropico Reloaded,Kalypso
Canvas 2,
Pony Luv,Glyphic Entertainment
Memories Off: Sorekara Again,
11eyes: CrossOver,
ParaWorld,SEK Ost
Chuck E. Cheese's Sports Games,UFO Interactive
Puppet Show 3: Lost Town,
Stronghold 2 Deluxe,
AirForce Delta Storm,Konami
Winning Post 8 2015,
Peter Pan in Disney's Return to Never Land,
Xenosaga I·II,
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,
La Corda d'Oro 4,
Kuusen II,
Cross Channel: In Memory of All People,
Ghost Pirates of Vooju Island,Autumn Moon
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,
Future Tactics: The Uprising,Zed Two Limited
Are You Alice?,
Bella Sara 2 - The Magic of Drasilmare,
Dance Dance Revolution: Hottest Party 5,
Rengoku II:  The Stairway To H.E.A.V.E.N.,Neverland
Kensei: Sacred Fist,
Okashi na Shima no Peter Pan: Sweet Never Land,
Backyard NFL Football,
Urakata Hakuoki,
Here They Lie,The Tangentlemen
George of the Jungle and the Search for the Secret,Crave
Gift: Prism,
Rugby League Live 3,Big Ant Studios
Legacy of Ys: Books I & II,
Shanghai: True Valor,
Supermodel Makeover by Lauren Luke,
Pharaoh,Impressions Games
Major Dream: Major DS Dream Baseball,
Steins;Gate: Senkei Kousoku no Phonogram,
Escape the Emerald Star,PopCap
Thunderbirds,Saffire
TV Total Events,
Vitamin Z Revolution,
Aegis of Earth: Protonovus Assault,Acquire
Aria: The Origination ~Aoi Wakusei no El Cielo~,
Inkheart,Dreamcatcher
Lunatic Dawn Tempest,
Strike Witches: Shirogane no Tsubasa,
Total Immersion Racing,Razorworks Studios
Luxor: The Wrath of Set,MumboJumbo
Board Game: Top Shop,
Blade Arcus from Shining EX,
Bigfoot King of Crush,Zoo Games
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,
Demigod,Gas Powered Games
Cocoto Magic Circus,Neko Entertainment
Rugby Challenge 3,Wicked Witch Software
Toukiden 2,
Europa Universalis III Complete,Paradox Development Studio
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,
Dunamis 15,
DemiKids: Dark Version,
Resident Evil: Umbrella Corps,
Mage Knight: Destiny's Soldier,Big Blue Bubble Inc.
Fishdom 2 Deluxe,
Blender Bros.,AI
Treasure Chase,
Suzumiya Haruhi no Heiretsu,
Stronghold Crusader Extreme,FireFly Studios
Nanatsuiro * Drops Pure!!,
DemiKids: Light Version,Multimedia Intelligence Transfer
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,
Cities XL 2011,Monte Cristo Multimedia
Farm Frenzy 3,
Bottom of the 9th '97,
Shaman King: Chou Senjiryokketsu 3,
Rapala for Kinect,Activision
Line Rider 2: Unbound,InXile Entertainment
Hyakka Hyakurou: Sengoku Ninpoujou,
HatsuKare * Renai Debut Sengen!,
QUIZ PARTY,
SimCity Societies,Tilted Mill
Winx Club: Rockstars,Rainbow S.p.A.
World Series of Poker 2008: Battle for the Bracelets,Left Field Productions
Star Trek Online,Cryptic Studios
Kingdom: Ikkitousen no Ken,
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,
RayCrisis: Series Termination,Taito Corporation
Bomberman Story DS,
Anima - Gate of Memories,"Edge Entertainment, Anima Project"
Ikki Tousen: Shining Dragon,
Tom Clancy's Rainbow Six: Vegas 2,Ubisoft Montreal
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,
Toxic Grind,Blue Shift
Tropico 4: Modern Times,Haemimont
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,
ScrapLand,Mercury Steam
Enchanted Arms (JP sales),
Utawarerumono: Futari no Hakuoro,
Geten no Hana,
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,
Indianapolis 500 Evolution,Destineer
Brothers in Arms: Hell's Highway,Gearbox Software
D.Gray-man: Sousha no Shikaku,
Crazy Machines,FAKT Software
Ookami to Koushinryou: Omiowataru Kaze,
DiRT,Codemasters
School Days LxH,
IL-2 Sturmovik: Forgotten Battles,"1C, 1C Company"
Serious Sam HD: Gold Edition,
Big Idea's VeggieTales: LarryBoy and the Bad Apple,
Neo Angelique,
Psycho-Pass: Mandatory Happiness,5pb
Namco Museum Battle Collection (JP sales),
Ceville,Boxed Dream
Brandish: The Dark Revenant,Falcom
Thomas and Friends: Steaming around Sodor,Avanquest Software
Chaos;Head Noah,
Summon Night: Swordcraft Story,Flight-Plan
Samurai Shodown V,SNK
Falcon 4.0: Allied Force,Lead Pursuit
Minna no Chizu 2,
Pro Fishing Challenge,Opus
Franklin's Great Adventures,Neko Entertainment
Atelier Firis: The Alchemist of the Mysterious Journey,
Phoenix Wright: Ace Attorney Trilogy,NATSUME ATARI Inc.
Princess Saver! Eternal Love for My Lady,
Jitsumei Jikkyou Keiba Dream Classic 2002,
Ice Age: Dawn of the Dinosaurs,Activision
To Love-Ru Trouble: Darkness - True Princess,
Tokyo Mew Mew,
Kawasaki Jet Ski,Data Design Interactive
Interactive Storybook DS Series 3,Starfish SD
Twinkle * Crusaders GoGo!,
Moujuutsukai to Oujisama: Snow Bride Portable,
Rule of Rose,"Punchline, Shirogumi"
RedCard 20-03,Point of View
Bejeweled 2 Deluxe,PopCap
Freestyle Metal X,
Captain Morgane and the Golden Turtle,Wizarbox
Shonen Jump's One Piece: Grand Adventure,
Dino Dini's Kick Off Revival,"The Digital Lounge, Dino Dini"
Pac-Man World Rally,Smart Bomb Interactive
Winning Post 8 2015,
GT Legends,SimBin
Monster High 13 Wishes,Game Machine Studios
Ukiyo no Roushi,
Uta Kumi 575,
The Professor's Brain Trainer: Logic,
Street Fighter X Tekken,"Capcom, QLOC"
Kung Fu Panda,Beenox
428: Fuusa Sareta Shibuya de,
Catan,
Frontlines: Fuel of War,Kaos Studios
Jewel Match 2,
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,
Rugby World Cup 2015,HB Studios Multimedia
NFL Blitz Pro,Midway
Tom Clancy's EndWar,Ubisoft Shanghai
Totally Spies! 2: Undercover,
Black Rose Valkyrie,
Commandos: Strike Force,Pyro Studios
Warriors of the Lost Empire (JP sales),
Jojo's Bizarre Adventure,
Lode Runner,
Evolution Snowboarding,Konami
Zathura,High Voltage Software
Jissen Pachinko Hisshouhou! CR Sakura Taisen,
Zillions of Enemy X: Zetsukai no Crusade,
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,
Plants vs. Zombies: Garden Warfare,PopCap
Happiness! De-Lucks,
Doki Majo Plus,
Eureka Seven Vol. 2: The New Vision,Namco Bandai Games America
Love Once: Mermaid's Tears,
Castlevania: Lords of Shadow - Reverie,
Puzzle Challenge: Crosswords and More!,
Muppets Party Cruise,Mass Media
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",
Test Drive Unlimited,Eden Studios
Shippuu Mahou Daisakusen: Kingdom-Grandprix,
Saint,Opera House
Grey's Anatomy: The Video Game,Longtail Studios
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,
Let's Play Flight Attendant,Zig Zag
F1 Race Stars,Codemasters
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,
Call of Duty: Modern Warfare Trilogy,Infinity Ward
Motto! SoniComi,
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,
Serious Sam: Next Encounter,Climax Group
Diabolik Lovers: More Blood,
PachiPara 15: Super Umi Monogatari in Okinawa 2,
Serious Sam HD: Gold Edition,
Knight's Apprentice: Memorick's Adventures,Microids
Akai Ito DS,
Natsuiro no Sunadokei,
Freedom Wings,Beluga Computer
Unreal Anthology,Various
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,
Triple Crown Championship Snowboarding,
Dream Chronicles,Kat Games
18 Wheels of Steel: Extreme Trucker,
X3: Terran War Pack,
Geon Cube,Strawdog Studios
Left 4 Dead,Valve Software
Steal Princess,Climax Entertainment
Ballblazer Champions,
Azada,Engine Software
Gochuumon wa Usagi Desu ka?? Wonderful Party!,
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,
Galaxy Angel II: Eigou Kaiki no Koku,
Moujuutsukai to Oujisama Portable,
Genroh,
Otome wa Oanesama Boku ni Koi Shiteru Portable,
Iron Phoenix,InterServ International
Kuon,From Software
Kannou Mukashi Banashi Portable,
Tennis no Oji-Sama: Driving Smash! Side King,
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,
Rose to Tasogare no Kojou,
Tale of a Hero,
UnchainBlades EXXiV,
Mount & Blade,
Carmen Sandiego: The Secret of the Stolen Drums,Artificial Mind and Movement
Fritz Chess,Deep Silver
Puyo Puyo! 15th Anniversary,
Mind over Matter,505 Games
Dies Irae: Amantes Amentes,
The Idolmaster: Gravure For You! Vol.9,
Casper's Scare School: Classroom Capers,Nikitova Games
Discovery Kids: Snake Safari,505 Games
Heavy Fire: The Chosen Few 3D,Teyon
Fuel,Asobo Studio
The Settlers IV,
Ryu-koku,
Dungeon Defenders,Trendy Entertainment
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,
GunParade Orchestra: Midori no Shou,
Group S Challenge,Capcom
Fritz Chess,Deep Silver
G1 Jockey Wii,
Shooter: Starfighter Sanvein,
Sakura Wars 1 & 2,
Dragon's Lair,"United Coders, Wizardry Engineering"
Disney's Meet the Robinsons,"Climax Group, Climax Studios"
Mata Hari: Betrayal is only a Kiss Away,DTP Entertainment
Cities in Motion Collection,Paradox Interactive
Date A Live: Arusu Install,
Terminator 3: The Redemption,Paradigm Entertainment
Farm Frenzy,Melesta
Tengen Toppa Gurren-Lagann,
Mario Tennis,
Sugoi Hebereke,
Pebble Beach Golf Links,
Veggy World,Jack of All Games
Dakar 2: The World's Ultimate Rally,
Balls of Fury,Black Lantern Studios
Indigo Prophecy,Quantic Dream
Overlord,Triumph Studios
Higurashi Daybreak Portable Mega Edition,
The Lord of the Rings: The Battle for Middle-Earth II,EA LA
Whiteout,Vicarious Visions
Shinken de Watashi ni Koi Shinasai! R,
Command & Conquer: The First Decade,
Shiratsuyu no Kai,
Rugby League Team Manager 2015,Alternative Software
FIFA Soccer 09,EA Canada
Quake 4,Raven Software
XGRA: Extreme G Racing Association,Acclaim Studios Cheltenham
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,
Max Payne,Remedy Entertainment
Taito Legends 2,Empire Oxford
Touhou Genso Rondo: Bullet Ballet,"Mediascape, CUBETYPE"
Kill.Switch,Visual Impact
"Renai Banchou: Inochi Meishi, Koiseyo Otome! Love is Power!!!",
Jinsei Game Wii,
So Blonde,
Atari Flashback Classics: Volume 1,"Atari, Atari SA"
The Sims: Complete Collection,
Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,
SBK: Snowboard Kids,Racjin
Gekka Ryouran Romance,
Guess the Logos,
Ore no Yome: Anata Dake no Hanayome,
Resident Evil Zero,
NightTruth: Explanation of the Paranormal - The Making of Nighttruth: Voice Selection,
Final Approach 2: 1st Priority,
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,
Homeworld,Relic
Back to the Future: The Game,Telltale Games
Sniper Elite V2,Rebellion
Moujuutsukai to Oujisama: Snow Bride,
Detective Jinguuji Saburo: Ronde Revenge,
Casper: Spirit Dimensions,Lucky Chicken
Meitantei Evangelion,
Tsuyo Kiss 2 Portable,
Paragon,Epic Games
Order of War,Wargaming.net
The Fast and the Furious,Eutechnyx
Butt-Ugly Martians: Zoom or Doom!,
Mar Heaven: Karudea no Akuma,
